Dataset,Model,Preprocessor,Perspective,Peak_Memory_MB,Pipeline_Disk_Size_MB,Fit_Time_sec,Predict_Time_Test_sec,Converged,Train_ROC_AUC,Train_PR_AUC,Train_MCC,Test_ROC_AUC,Test_PR_AUC,Test_MCC
madelon,GNB,Quantile Binning,Equity,57.09349250793457,3.911447525024414,2.432103666670931,0.23235405553390992,,0.7774857915114326,0.7636408111521515,0.3939058844064672,0.632414201183432,0.6140807208377408,0.1802438790302827
madelon,GNB,Quantile Transform,Equality,57.09206199645996,3.86453914642334,2.3823208333536363,0.22789768887580264,,0.8021890569070056,0.7893792434745885,0.4379827284314811,0.6338934911242603,0.6088638796531175,0.17939616734876124
madelon,GNB,Quantile Transform,Equity,57.09206199645996,3.86453914642334,2.3823208333536363,0.22789768887580264,,0.8021890569070056,0.7893792434745885,0.4379827284314811,0.6338934911242603,0.6088638796531175,0.17939616734876124
madelon,GNB,Random Undersampling,Equality,57.09200286865234,0.0600605010986328,0.3330140555562038,0.028875711102349003,,0.7908607641171744,0.7827977172048934,0.4137874564428688,0.6390769230769231,0.6185710631109174,0.17243929918896764
madelon,GNB,Random Undersampling,Equity,57.09357070922852,3.88272476196289,2.439246811114976,0.2236702777833367,,0.8021890569070056,0.7893792434745885,0.4379827284314811,0.6338934911242603,0.6088638796531175,0.17939616734876124
madelon,GNB,SMOTE (Raw),Equality,57.09269714355469,0.0422935485839843,0.3394145666776846,0.028096344477186546,,0.7908607641171744,0.7827977172048934,0.4137874564428688,0.6390769230769231,0.6185710631109174,0.17243929918896764
madelon,GNB,SMOTE (Raw),Equity,57.093482971191406,3.864957809448242,2.469289211077719,0.21848502222241623,,0.8021890569070056,0.7893792434745885,0.4379827284314811,0.6338934911242603,0.6088638796531175,0.17939616734876124
madelon,GNB,SMOTE (Scaled),Equality,57.093523025512695,0.0540523529052734,0.3883030999891667,0.03277250000327406,,0.7908604719117539,0.7827975668442518,0.4137874564428688,0.6390828402366864,0.6185776840330314,0.17243929918896764
madelon,GNB,SMOTE (Scaled),Equity,57.09511947631836,3.876692771911621,2.5522824777548925,0.2132541888988473,,0.8021890569070056,0.7893792434745885,0.4379827284314811,0.6338934911242603,0.6088638796531175,0.17939616734876124
madelon,GNB,Select Percentile (ANOVA),Equality,57.09224987030029,0.0293951034545898,0.27159049999641455,0.011721777781430166,,0.6881534078457155,0.6688723460094654,0.2536285494380196,0.644828402366864,0.6216085614060733,0.20909662673405877
madelon,GNB,Select Percentile (ANOVA),Equity,57.0936450958252,0.4188299179077148,0.4712675222221555,0.028291366683940042,,0.6920648696033311,0.6704637527148856,0.2630867758800747,0.6451597633136095,0.6228552524734761,0.20103161081742998
madelon,GNB,Select Percentile (MI),Equality,57.09196090698242,0.0256109237670898,4.001279433348423,0.007515122208537288,,0.6672515158156184,0.6303257620106738,0.24520346706978327,0.6410532544378699,0.6054890283835689,0.20977047630120155
madelon,GNB,Select Percentile (MI),Equity,57.09353065490723,0.4150457382202148,4.211764344441083,0.029031211135184545,,0.6707244502885529,0.6350417273020106,0.25268483847479545,0.6387396449704142,0.6034271788771948,0.2079186916982748
madelon,GNB,Standard Scaling,Equality,57.09204864501953,0.0536403656005859,0.3659162333028184,0.02938658888969152,,0.7908604719117539,0.7827975668442518,0.4137874564428688,0.6390828402366864,0.6185776840330314,0.17243929918896764
madelon,GNB,Standard Scaling,Equity,57.09347534179688,3.8762807846069336,2.4410534444549636,0.2164738333732303,,0.8021890569070056,0.7893792434745885,0.4379827284314811,0.6338934911242603,0.6088638796531175,0.17939616734876124
madelon,GNB,Uniform Binning,Equality,57.09245300292969,0.0889253616333007,0.3385608444611231,0.027972288895398337,,0.7877083059390751,0.7760895340593074,0.41020577586564555,0.6238224852071006,0.5990706598544805,0.17102980933569653
madelon,GNB,Uniform Binning,Equity,57.093631744384766,3.911582946777344,2.3783032222288765,0.21229151113786626,,0.7921742274819199,0.7846576199203569,0.4341473602057218,0.5757751479289941,0.561442684063317,0.09722907378227733
madelon,GNB,Yeo-Johnson,Equality,57.09205627441406,0.045882225036621,2.107267677796901,0.04420145555761534,,0.5066611147636788,0.5064929824428759,0.00887872110294569,0.49099112426035496,0.4974340020630722,-0.0020850063211598517
madelon,GNB,Yeo-Johnson,Equity,57.09358406066895,3.8685226440429688,4.162010966683738,0.23796105555569128,,0.7959604061655344,0.7772719698183742,0.3928015488616722,0.6303372781065089,0.6008481037254491,0.14399833292344422
madelon,KNN,Baseline,Equality,57.09051704406738,8.970921516418457,0.2782119888708823,0.044566055539891916,,0.9055285996055227,0.8782652806803812,0.6616479488765783,0.7799378698224853,0.7347446812405292,0.4318539308118071
madelon,KNN,Baseline,Equity,57.09209060668945,8.982699394226074,0.3323655222258013,0.04312968887906103,,0.7880849587259844,0.7520444774585399,0.4381312102635385,0.5485828402366864,0.5412048684555992,0.03520984063798334
madelon,KNN,IQR Capping,Equality,57.09210395812988,8.986555099487305,1.1224586666923844,0.5172980555410808,,0.9065422602089269,0.8791772971118446,0.6632535133598922,0.7851183431952663,0.7399763417888516,0.441942794599119
madelon,KNN,IQR Capping,Equity,57.09348011016846,8.99834156036377,1.1238982333258416,0.49560983334150577,,0.7912015852144056,0.7520201987679977,0.4484458683102657,0.5543313609467455,0.542196659641092,0.05831883180246793
madelon,KNN,IQR Removal,Equality,57.09216499328613,0.1338815689086914,2.6964277333140165,0.02433304445973282,,0.6045259332310614,0.5705889928190475,0.15771268520093815,0.5983905325443787,0.5667458505565134,0.16632475615578596
madelon,KNN,IQR Removal,Equity,57.093536376953125,0.1456594467163086,2.721699500003726,0.02739413334832831,,0.5358044415223902,0.5212328929264083,0.06393355251306068,0.5364940828402367,0.5251731995513554,0.05446350386110708
madelon,KNN,LDA,Equality,58.808016777038574,0.0988063812255859,0.5693556999710078,0.009767088870931766,,0.8695730878807802,0.8441114706192405,0.5639656580075092,0.5496301775147929,0.5343715047046359,0.07700524881739464
