Dataset,Model,Preprocessor,Perspective,Fold,Converged,Fit_Time_sec,Predict_Time_Test_sec,Peak_Memory_MB,Pipeline_Disk_Size_MB,Train_TP,Train_TN,Train_FP,Train_FN,Train_ROC_AUC,Train_PR_AUC,Train_MCC,Test_TP,Test_TN,Test_FP,Test_FN,Test_ROC_AUC,Test_PR_AUC,Test_MCC,Error_Log
cylinder-bands,GNB,MinMax Scaling,Equity,3,,0.0517285999376326,0.0245495999697595,,,74,276,5,131,0.8263171599687528,0.8011035874783926,0.4593501480346169,10,29,2,13,0.7980364656381486,0.7973023873810742,0.440396535403165,
cylinder-bands,GNB,MinMax Scaling,Equity,4,,0.0500555000035092,0.0142574999481439,,,80,273,8,125,0.8407777102682059,0.8228273013835479,0.46396450002478,9,30,1,14,0.7952314165497896,0.7836148737136794,0.4570554186791526,
cylinder-bands,GNB,MinMax Scaling,Equity,5,,0.0515908999368548,0.0245719000231474,,,107,263,18,98,0.8491103202846975,0.8338562551196775,0.5173526778958214,7,27,4,16,0.7461430575035063,0.712693385773087,0.2152457958907362,
cylinder-bands,GNB,MinMax Scaling,Equity,6,,0.0532776999752968,0.0213206999469548,,,204,26,255,1,0.8464890200503429,0.8247565261224759,0.1889674729722203,21,2,29,2,0.7419354838709677,0.7887643168020502,-0.04237017130659,
cylinder-bands,GNB,MinMax Scaling,Equity,7,,0.0575403000693768,0.0203955000033602,,,87,270,11,118,0.8535890981685617,0.831424985683832,0.4741736895164751,11,29,2,12,0.755960729312763,0.7754641553409185,0.4785349327985219,
cylinder-bands,GNB,MinMax Scaling,Equity,8,,0.0554198001045733,0.0193913999246433,,,86,274,7,119,0.8319069525214826,0.8179625682763014,0.4953939540658222,7,30,1,16,0.7615708274894811,0.7496506311092352,0.3787329194912427,
cylinder-bands,GNB,MinMax Scaling,Equity,9,,0.0349707000423222,0.0140199000015854,,,79,272,8,127,0.837864077669903,0.8152584868063637,0.457511034280269,10,31,1,12,0.7826704545454546,0.77227299301099,0.5164156131717749,
cylinder-bands,GNB,MinMax Scaling,Equity,10,,0.0364883999573066,0.014291499974206,,,80,273,7,126,0.8482142857142857,0.8304753404441798,0.468372228235926,7,30,2,15,0.8252840909090909,0.8003611496174458,0.3370999312316211,
cylinder-bands,GNB,IQR Capping,Equality,1,,0.1560095000313595,0.0301929999841377,0.8470096588134766,0.0097332000732421,150,220,61,55,0.8383300060758615,0.8158008017795306,0.5127595876756337,15,27,4,8,0.8302945301542777,0.8251193755823161,0.5416930258887135,
cylinder-bands,GNB,IQR Capping,Equality,2,,0.0785285000456497,0.0461156000383198,,,156,225,56,49,0.8554465758180713,0.8477780264856417,0.559347272090779,12,24,7,11,0.7349228611500701,0.6947296149424119,0.3064268859584947,
cylinder-bands,GNB,IQR Capping,Equality,3,,0.0813697999110445,0.0468452000059187,,,152,229,52,53,0.8465931776755491,0.8265940391500888,0.5567822808082847,17,28,3,6,0.8948106591865357,0.8900196146821564,0.6577581784378457,
cylinder-bands,GNB,IQR Capping,Equality,4,,0.0815771999768912,0.0321732999291271,,,160,223,58,45,0.858744900616266,0.828454349679503,0.5700441073051489,13,26,5,10,0.782608695652174,0.7918094796831718,0.4237017130659008,
cylinder-bands,GNB,IQR Capping,Equality,5,,0.0829778000479564,0.0413892000215128,,,156,224,57,49,0.855290339380262,0.8367486741858643,0.5555117759472773,15,21,10,8,0.7812061711079944,0.731051408595259,0.3268542181680182,
cylinder-bands,GNB,IQR Capping,Equality,6,,0.0818849999923259,0.0345091000199317,,,178,174,107,27,0.8560020831525041,0.8312261927696009,0.4888695087650732,19,14,17,4,0.7924263674614306,0.8040136911802241,0.2912949277328068,
cylinder-bands,GNB,IQR Capping,Equality,7,,0.0639061999972909,0.028396200039424,,,162,225,56,43,0.8676850967797934,0.8433181247210275,0.5867989567850583,13,22,9,10,0.7124824684431977,0.7036874243921198,0.2766463705369199,
cylinder-bands,GNB,IQR Capping,Equality,8,,0.0651162000140175,0.0439398000016808,,,155,217,64,50,0.8491450394930996,0.8291654590059673,0.5244034346614288,15,25,6,8,0.788218793828892,0.7817839335110552,0.4651964270138512,
cylinder-bands,GNB,IQR Capping,Equality,9,,0.0613656000932678,0.0347506999969482,,,147,234,46,59,0.8554611650485436,0.833144471209742,0.5547724860338376,13,23,9,9,0.7940340909090908,0.7430710952116248,0.3096590909090909,
cylinder-bands,GNB,IQR Capping,Equality,10,,0.084179800003767,0.0288602999644354,,,153,224,56,53,0.8589632454923717,0.834658570281491,0.541719141390583,18,23,9,4,0.828125,0.7984385054558165,0.5276448530110863,
cylinder-bands,GNB,IQR Capping,Equity,1,,0.2034687999403104,0.0405493999132886,0.8241214752197266,0.1435127258300781,86,264,17,119,0.8195642739345543,0.8005249892591758,0.4338338598455366,8,30,1,15,0.8541374474053296,0.8243372001049138,0.4187070193135534,
cylinder-bands,GNB,IQR Capping,Equity,2,,0.1118654999881982,0.0621866000583395,,,109,252,29,96,0.8307785782484159,0.8071022979065332,0.4693061896013513,6,26,5,17,0.5918653576437588,0.5149479309458185,0.1222596120659381,
cylinder-bands,GNB,IQR Capping,Equity,3,,0.1134992000879719,0.0395547000225633,,,88,260,21,117,0.8102074472702022,0.7812934670546418,0.4197643219745484,13,28,3,10,0.8218793828892006,0.8125853026479453,0.5072825371047828,
cylinder-bands,GNB,IQR Capping,Equity,4,,0.1179617999587208,0.061342200031504,,,107,254,27,98,0.8341289818592137,0.8154784296430314,0.4706294875076094,11,27,4,12,0.8050490883590462,0.7885120917729611,0.3855463971850207,
cylinder-bands,GNB,IQR Capping,Equity,5,,0.1147215000819414,0.0603060000576078,,,104,257,24,101,0.8371495529901917,0.8155879091013016,0.4730435964936889,7,27,4,16,0.7699859747545582,0.7249538733513773,0.2152457958907362,
cylinder-bands,GNB,IQR Capping,Equity,6,,0.1180269001051783,0.0544531000778079,,,204,37,244,1,0.840152764516969,0.8187059111259894,0.233238300758613,20,4,27,3,0.761570827489481,0.7988198661558819,-0.0020647015608799,
cylinder-bands,GNB,IQR Capping,Equity,7,,0.0823609000071883,0.0637671999866142,,,97,263,18,108,0.8376182623036195,0.816399895726816,0.4753771869203652,6,26,5,17,0.6199158485273493,0.6200306622469528,0.1222596120659381,
cylinder-bands,GNB,IQR Capping,Equity,8,,0.1116135999327525,0.042875500046648,,,100,264,17,105,0.825101987674681,0.8082453218129974,0.4935869123339922,9,29,2,14,0.729312762973352,0.7071873652933007,0.4012181635403323,
cylinder-bands,GNB,IQR Capping,Equity,9,,0.0722490999614819,0.0374261999968439,,,99,261,19,107,0.8287794729542304,0.8109618923311059,0.4756734267012531,11,31,1,11,0.7883522727272727,0.7884878641679531,0.5540032877674489,
cylinder-bands,GNB,IQR Capping,Equity,10,,0.0710179000161588,0.0398168000392615,,,103,259,21,103,0.8358009708737864,0.8169715131389743,0.4817663117983097,14,30,2,8,0.8622159090909092,0.8525078622630284,0.6175089349062046,
cylinder-bands,GNB,IQR Removal,Equality,1,,0.1171811000676825,0.0078613999066874,0.7910041809082031,0.0087623596191406,123,182,99,82,0.6716430865376269,0.6053196285832146,0.2455582668820045,11,18,13,12,0.541374474053296,0.5369413720995021,0.0586189827038974,
cylinder-bands,GNB,IQR Removal,Equality,2,,0.0622843999881297,0.00529010000173,,,120,118,163,85,0.4837514104678413,0.406205654715027,0.0053018631314007,10,9,22,13,0.3295932678821879,0.332987704744617,-0.2766463705369199,
cylinder-bands,GNB,IQR Removal,Equality,3,,0.0615277000470086,0.0086160000646486,,,161,109,172,44,0.646645256488152,0.6044009202631766,0.184236694438645,19,15,16,4,0.8008415147265078,0.7905354661117343,0.3209494871887552,
cylinder-bands,GNB,IQR Removal,Equality,4,,0.0603552999673411,0.0052700000815093,,,82,272,9,123,0.8290426178283135,0.7977855429796847,0.4658274377321116,7,31,0,16,0.7868162692847125,0.779129595051391,0.4480402387109475,
cylinder-bands,GNB,IQR Removal,Equality,5,,0.0637190999696031,0.0058160000480711,,,153,88,193,52,0.6005034285218298,0.5129959335634895,0.0648946142970968,21,8,23,2,0.5406732117812062,0.4448956475803401,0.2178154729642837,
cylinder-bands,GNB,IQR Removal,Equality,6,,0.0657668000785633,0.0087272999808192,,,132,168,113,73,0.6392327054943148,0.5672797299509065,0.2388008793260267,13,16,15,10,0.6129032258064515,0.6093936125136564,0.0805040146993903,
cylinder-bands,GNB,IQR Removal,Equality,7,,0.0636823000386357,0.0084915000479668,,,137,160,121,68,0.6900616265949135,0.6321519785688667,0.2352120264206524,12,15,16,11,0.6100981767180926,0.5848779314322047,0.005552001013751,
cylinder-bands,GNB,IQR Removal,Equality,8,,0.0497740999562665,0.0052084999624639,,,159,107,174,46,0.559795156670428,0.4286271320479655,0.1662947981362341,20,11,20,3,0.6802244039270687,0.5636483362043592,0.2532102046401784,
cylinder-bands,GNB,IQR Removal,Equality,9,,0.0642026000423356,0.0057549000484868,,,173,67,213,33,0.5290048543689321,0.4297682269845779,0.0966827517729046,19,9,23,3,0.5042613636363636,0.4082440666980895,0.1712373798553933,
cylinder-bands,GNB,IQR Removal,Equality,10,,0.0646300000371411,0.0053487999830394,,,109,140,140,97,0.5263349514563107,0.4405567200984892,0.0287953796830493,9,16,16,13,0.5099431818181818,0.4013838052491376,-0.0895828017529366,
cylinder-bands,GNB,IQR Removal,Equity,1,,0.1571447000605985,0.0171912000514566,0.7925748825073242,0.0150861740112304,146,114,167,59,0.5719989584237479,0.4683271261913328,0.1215929568655312,16,10,21,7,0.5469845722300141,0.5500621660637489,0.0194121332899144,
cylinder-bands,GNB,IQR Removal,Equity,2,,0.0797356000402942,0.0241993999807164,,,105,157,124,100,0.5464629806440413,0.4492883666162022,0.0701580755201602,12,15,16,11,0.4572230014025246,0.3864084046433673,0.005552001013751,
cylinder-bands,GNB,IQR Removal,Equity,3,,0.0811649999814108,0.0226677999598905,,,170,94,187,35,0.6075861470358477,0.4958780522839722,0.1831820229600889,18,12,19,5,0.6339410939691444,0.5443438910966618,0.1806821636984344,
cylinder-bands,GNB,IQR Removal,Equity,4,,0.0920443000504747,0.0237168000312522,,,80,273,8,125,0.8407603506640047,0.8227772600352589,0.46396450002478,9,30,1,14,0.791023842917251,0.7808273785723612,0.4570554186791526,
cylinder-bands,GNB,IQR Removal,Equity,5,,0.0819028000114485,0.0235044000437483,,,151,107,174,54,0.5703671556288517,0.4558431903328176,0.1231476778578458,15,14,17,8,0.5582047685834501,0.4487029550334238,0.1044481194884289,
cylinder-bands,GNB,IQR Removal,Equity,6,,0.08358680002857,0.0201263000490143,,,116,155,126,89,0.587778838642479,0.4886873314394071,0.1160110364466072,14,15,16,9,0.5568022440392706,0.511097465898502,0.0921155442489817,
cylinder-bands,GNB,IQR Removal,Equity,7,,0.081274899886921,0.0202029000502079,,,136,162,119,69,0.621794983074386,0.4826052558419529,0.2372647913425443,14,12,19,9,0.5007012622720897,0.4158642558648537,-0.0042678571285674,
cylinder-bands,GNB,IQR Removal,Equity,8,,0.0840321000432595,0.0238168999785557,,,96,137,144,109,0.4580071174377224,0.3836117335316364,-0.0436228305410901,13,16,15,10,0.6129032258064515,0.5761809071582253,0.0805040146993903,
cylinder-bands,GNB,IQR Removal,Equity,9,,0.0803786000469699,0.023120200028643,,,124,122,158,82,0.5139823162274618,0.4616577575123942,0.0377057476979695,14,11,21,8,0.4140625,0.3643902517201563,-0.0204611897767783,
cylinder-bands,GNB,IQR Removal,Equity,10,,0.0535562000004574,0.0140554999234154,,,91,179,101,115,0.5599341192787795,0.4700840479341905,0.081912805866161,6,19,13,16,0.4232954545454546,0.4262806244103649,-0.1373822742155119,
cylinder-bands,GNB,Yeo-Johnson,Equality,1,,0.2998655999545008,0.0092542000347748,0.7911205291748047,0.0090084075927734,138,237,44,67,0.8456731186528947,0.8042950842666705,0.5271098879780017,15,29,2,8,0.8667601683029454,0.871529023937561,0.6256679883441654,
cylinder-bands,GNB,Yeo-Johnson,Equality,2,,0.0996994000161066,0.0059398000594228,,,152,239,42,53,0.8738477562711571,0.8511667657592212,0.5969768208896402,9,22,9,14,0.6577840112201964,0.6269731062898549,0.1059254282664752,
cylinder-bands,GNB,Yeo-Johnson,Equality,3,,0.1115132999839261,0.0104804999427869,,,153,213,68,52,0.8298238000173597,0.805074088258655,0.5001978490057498,15,26,5,8,0.7082748948106593,0.6837047228841511,0.5026536298105808,
cylinder-bands,GNB,Yeo-Johnson,Equality,4,,0.1125271999044343,0.0094353000167757,,,122,217,64,83,0.7732488499262217,0.7235833814131576,0.3732583398441723,9,19,12,14,0.6493688639551192,0.6082700946943274,0.0042678571285674,
cylinder-bands,GNB,Yeo-Johnson,Equality,5,,0.1040954999625682,0.0102874999865889,,,143,237,44,62,0.8706709487023696,0.8449525710911862,0.5491016791325127,15,21,10,8,0.7503506311360448,0.718008191643152,0.3268542181680182,
cylinder-bands,GNB,Yeo-Johnson,Equality,6,,0.1066609000554308,0.0104270000010728,,,146,221,60,59,0.8228105199201459,0.7940343944974202,0.4983476788630101,13,24,7,10,0.7629733520336606,0.7892813215308369,0.3475490811833158,
cylinder-bands,GNB,Yeo-Johnson,Equality,7,,0.1021860999753698,0.0092378000263124,,,150,237,44,55,0.8568179845499523,0.8108270939585687,0.5799613534711683,13,26,5,10,0.729312762973352,0.6838323214292349,0.4237017130659008,
cylinder-bands,GNB,Yeo-Johnson,Equality,8,,0.1125777999404817,0.0088227000087499,,,143,236,45,62,0.8606023782657756,0.8317705053227602,0.5449488604436502,15,24,7,8,0.7769985974754557,0.7144569220225703,0.4290841665470595,
cylinder-bands,GNB,Yeo-Johnson,Equality,9,,0.097136199939996,0.0091835999628528,,,145,236,44,61,0.8686893203883495,0.8433494966133149,0.5542233949578761,14,26,6,8,0.8011363636363636,0.7747789229288888,0.4567160739370943,
